-150.95,-146.84
-151.13,-147.04
-151.31,-147.25
-151.49,-147.46
-151.68,-147.68
-151.87,-147.90
-152.06,-148.12
-152.25,-148.35
-152.44,-148.57
-152.64,-148.79
-152.84,-149.01
-153.04,-149.24
-153.24,-149.46
-153.44,-149.68
-153.64,-149.91
-153.85,-150.14
-154.05,-150.37
-154.26,-150.60
-154.47,-150.83
-154.68,-151.06
-154.89,-151.30
-155.10,-151.53
-155.31,-151.77
-155.53,-152.01
-155.74,-152.25
-155.95,-152.49
-156.17,-152.73
-156.38,-152.96
-156.60,-153.20
-156.81,-153.44
-157.03,-153.68
-157.24,-153.92
-157.46,-154.16
-157.67,-154.40
-157.88,-154.64
-158.10,-154.88
-158.31,-155.12
-158.52,-155.35
-158.74,-155.59
-158.95,-155.83
-159.16,-156.07
-159.37,-156.31
-159.57,-156.55
-159.78,-156.79
-159.99,-157.04
-160.19,-157.28
-160.39,-157.53
-160.60,-157.78
-160.80,-158.02
-160.99,-158.27
-161.19,-158.53
-161.39,-158.78
-161.58,-159.03
-161.77,-159.28
-161.96,-159.54
-162.15,-159.79
-162.33,-160.05
-162.51,-160.30
-162.69,-160.56
-162.87,-160.81
-163.04,-161.06
-163.22,-161.31
-163.39,-161.56
-163.55,-161.81
-163.72,-162.05
-163.88,-162.30
-164.04,-162.54
-164.19,-162.78
-164.34,-163.02
-164.49,-163.25
-164.64,-163.49
-164.78,-163.71
-164.92,-163.93
-165.06,-164.15
-165.19,-164.37
-165.32,-164.58
-165.44,-164.78
-165.56,-164.98
-165.68,-165.19
-165.80,-165.39
-165.91,-165.59
-166.01,-165.79
-166.12,-165.99
-166.21,-166.18
-166.31,-166.37
-166.40,-166.56
-166.49,-166.74
-166.57,-166.91
-166.65,-167.08
-166.72,-167.24
-166.79,-167.39
-166.86,-167.53
-166.92,-167.67
-166.98,-167.81
-167.03,-167.94
-167.08,-168.07
-167.13,-168.19
-167.17,-168.32
-167.21,-168.43
-167.24,-168.53
-167.27,-168.63
-167.29,-168.72
-167.31,-168.81
-167.32,-168.88
-167.33,-168.95
-167.34,-169.01
-167.34,-169.07
-167.33,-169.12
-167.33,-169.18
-167.31,-169.23
-167.30,-169.28
-167.28,-169.34
-167.25,-169.38
-167.22,-169.43
-167.19,-169.47
-167.15,-169.50
-167.11,-169.52
-167.06,-169.54
-167.01,-169.55
-166.95,-169.55
-166.89,-169.55
-166.83,-169.54
-166.76,-169.54
-166.69,-169.54
-166.61,-169.54
-166.53,-169.53
-166.44,-169.52
-166.35,-169.51
-166.26,-169.49
-166.16,-169.47
-166.06,-169.44
-165.96,-169.40
-165.85,-169.35
-165.74,-169.30
-165.62,-169.24
-165.50,-169.17
-165.38,-169.09
-165.25,-169.01
-165.12,-168.92
-164.98,-168.84
-164.85,-168.74
-164.70,-168.65
-164.56,-168.54
-164.41,-168.43
-164.26,-168.31
-164.11,-168.17
-163.95,-168.03
-163.79,-167.88
-163.63,-167.72
-163.46,-167.56
-163.29,-167.38
-163.12,-167.21
-162.95,-167.03
-162.77,-166.85
-162.59,-166.67
-162.41,-166.48
-162.23,-166.29
-162.04,-166.10
-161.85,-165.91
-161.66,-165.70
-161.47,-165.50
-161.28,-165.28
-161.08,-165.06
-160.88,-164.84
-160.68,-164.61
-160.48,-164.37
-160.28,-164.14
-160.07,-163.90
-159.87,-163.66
-159.66,-163.43
-159.45,-163.18
-159.25,-162.94
-159.04,-162.69
-158.82,-162.45
-158.61,-162.19
-158.40,-161.94
-158.19,-161.69
-157.97,-161.43
-157.76,-161.18
-157.55,-160.92
-157.33,-160.67
-157.12,-160.41
-156.90,-160.16
-156.69,-159.91
-156.47,-159.66
-156.26,-159.41
-156.04,-159.17
-155.83,-158.92
-155.62,-158.67
-155.40,-158.42
-155.19,-158.18
-154.98,-157.93
-154.77,-157.68
-154.56,-157.44
-154.35,-157.19
-154.14,-156.94
-153.94,-156.70
-153.73,-156.45
-153.53,-156.20
-153.33,-155.96
-153.12,-155.71
-152.93,-155.46
-152.73,-155.22
-152.53,-154.97
-152.34,-154.72
-152.15,-154.47
-151.96,-154.23
-151.77,-153.98
-151.59,-153.74
-151.40,-153.50
-151.22,-153.26
-151.04,-153.01
-150.87,-152.78
-150.70,-152.54
-150.52,-152.30
-150.36,-152.06
-150.19,-151.83
-150.03,-151.59
-149.87,-151.36
-149.72,-151.13
-149.56,-150.90
-149.41,-150.68
-149.27,-150.45
-149.12,-150.23
-148.98,-150.01
-148.85,-149.80
-148.72,-149.58
-148.59,-149.37
-148.46,-149.15
-148.34,-148.94
-148.22,-148.73
-148.11,-148.53
-147.99,-148.33
-147.89,-148.13
-147.78,-147.94
-147.69,-147.76
-147.59,-147.57
-147.50,-147.40
-147.41,-147.22
-147.33,-147.05
-147.25,-146.88
-147.18,-146.71
-147.11,-146.55
-147.04,-146.39
-146.98,-146.23
-146.92,-146.08
-146.87,-145.94
-146.82,-145.81
-146.77,-145.68
-146.73,-145.56
-146.70,-145.45
-146.66,-145.34
-146.64,-145.24
-146.61,-145.14
-146.60,-145.04
-146.58,-144.94
-146.57,-144.84
-146.57,-144.75
-146.57,-144.66
-146.57,-144.58
-146.58,-144.51
-146.59,-144.44
-146.61,-144.38
-146.63,-144.33
-146.66,-144.29
-146.69,-144.25
-146.72,-144.22
-146.76,-144.20
-146.81,-144.17
-146.86,-144.15
-146.91,-144.14
-146.97,-144.13
-147.03,-144.13
-147.09,-144.13
-147.16,-144.13
-147.24,-144.14
-147.32,-144.16
-147.40,-144.17
-147.48,-144.19
-147.57,-144.21
-147.67,-144.24
-147.77,-144.27
-147.87,-144.31
-147.98,-144.35
-148.09,-144.39
-148.20,-144.44
-148.32,-144.50
-148.44,-144.56
-148.57,-144.63
-148.69,-144.71
-148.83,-144.80
-148.96,-144.90
-149.10,-145.01
-149.24,-145.13
-149.39,-145.26
-149.54,-145.39
-149.69,-145.53
-149.85,-145.67
-150.01,-145.82
-150.17,-145.98
-150.33,-146.14
-150.50,-146.30
-150.67,-146.47
-150.84,-146.65
-151.02,-146.84
-151.20,-147.04
-151.38,-147.24
-151.56,-147.45
-151.74,-147.67
-151.93,-147.89
-152.12,-148.11
-152.31,-148.34
-152.51,-148.57
-152.70,-148.80
-152.90,-149.03
-153.10,-149.26
-153.30,-149.49
-153.50,-149.72
-153.71,-149.95
-153.91,-150.18
-154.12,-150.41
-154.32,-150.64
-154.53,-150.88
-154.74,-151.11
-154.95,-151.34
-155.17,-151.58
-155.38,-151.82
-155.59,-152.05
-155.80,-152.29
-156.02,-152.53
-156.23,-152.77
-156.45,-153.01
-156.66,-153.24
-156.88,-153.48
-157.09,-153.72
-157.31,-153.96
-157.52,-154.20
-157.73,-154.44
-157.95,-154.68
-158.16,-154.92
-158.37,-155.15
-158.59,-155.39
-158.80,-155.63
-159.01,-155.87
-159.22,-156.11
-159.43,-156.35
-159.64,-156.59
-159.84,-156.83
-160.05,-157.08
-160.25,-157.32
-160.45,-157.57
-160.65,-157.82
-160.85,-158.06
-161.05,-158.31
-161.24,-158.56
-161.44,-158.81
-161.63,-159.07
-161.82,-159.32
-162.01,-159.57
-162.19,-159.82
-162.37,-160.07
-162.55,-160.33
-162.73,-160.58
-162.91,-160.83
-163.08,-161.08
-163.25,-161.33
-163.42,-161.58
-163.58,-161.83
-163.74,-162.08
-163.90,-162.33
-164.06,-162.57
-164.21,-162.81
-164.36,-163.06
-164.50,-163.29
-164.65,-163.53
-164.79,-163.76
-164.92,-163.99
-165.05,-164.21
-165.18,-164.42
-165.31,-164.63
-165.43,-164.84
-165.54,-165.04
-165.66,-165.23
-165.77,-165.43
-165.87,-165.62
-165.98,-165.81
-166.07,-166.00
-166.17,-166.19
-166.26,-166.38
-166.34,-166.56
-166.42,-166.74
-166.50,-166.91
-166.57,-167.08
-166.64,-167.23
-166.71,-167.38
-166.77,-167.53
-166.82,-167.66
-166.88,-167.79
-166.92,-167.91
-166.97,-168.03
-167.00,-168.15
-167.04,-168.26
-167.07,-168.37
-167.09,-168.48
-167.11,-168.59
-167.13,-168.69
-167.14,-168.79
-167.15,-168.88
-167.15,-168.95
-167.15,-169.02
-167.14,-169.08
-167.13,-169.13
-167.12,-169.18
-167.10,-169.22
-167.07,-169.25
-167.04,-169.28
-167.01,-169.31
-166.97,-169.33
-166.93,-169.36
-166.88,-169.37
-166.83,-169.38
-166.78,-169.38
-166.72,-169.38
-166.65,-169.38
-166.58,-169.38
-166.51,-169.37
-166.43,-169.37
-166.35,-169.37
-166.27,-169.37
-166.18,-169.36
-166.08,-169.36
-165.99,-169.35
-165.89,-169.34
-165.78,-169.33
-165.67,-169.31
-165.56,-169.28
-165.44,-169.24
-165.32,-169.19
-165.20,-169.13
-165.07,-169.06
-164.94,-168.98
-164.80,-168.89
-164.66,-168.79
-164.52,-168.69
-164.37,-168.58
-164.23,-168.46
-164.07,-168.33
-163.92,-168.19
-163.76,-168.04
-163.60,-167.88
-163.43,-167.72
-163.27,-167.54
-163.10,-167.36
-162.92,-167.17
-162.75,-166.97
-162.57,-166.76
-162.39,-166.55
-162.21,-166.34
-162.02,-166.13
-161.84,-165.91
-161.65,-165.69
-161.45,-165.48
-161.26,-165.26
-161.07,-165.03
-160.87,-164.81
-160.67,-164.58
-160.47,-164.34
-160.27,-164.10
-160.06,-163.86
-159.86,-163.61
-159.65,-163.36
-159.44,-163.11
-159.23,-162.85
-159.02,-162.60
-158.81,-162.34
-158.60,-162.08
-158.39,-161.82
-158.18,-161.57
-157.96,-161.31
-157.75,-161.05
-157.53,-160.80
-157.32,-160.54
-157.11,-160.29
-156.89,-160.04
-156.68,-159.80
-156.46,-159.55
-156.25,-159.30
-156.03,-159.06
-155.82,-158.81
-155.61,-158.57
-155.39,-158.33
-155.18,-158.08
-154.97,-157.84
-154.76,-157.60
-154.55,-157.36
-154.34,-157.12
-154.13,-156.88
-153.93,-156.64
-153.72,-156.41
-153.52,-156.17
-153.32,-155.93
-153.12,-155.69
-152.92,-155.45
-152.72,-155.21
-152.53,-154.97
-152.34,-154.73
-152.14,-154.49
-151.96,-154.25
-151.77,-154.01
-151.59,-153.77
-151.40,-153.52
-151.22,-153.29
-151.05,-153.04
-150.87,-152.81
-150.70,-152.57
-150.53,-152.33
-150.37,-152.09
-150.21,-151.86
-150.05,-151.62
-149.89,-151.39
-149.74,-151.15
-149.58,-150.92
-149.44,-150.69
-149.29,-150.46
-149.15,-150.24
-149.02,-150.02
-148.88,-149.80
-148.75,-149.59
-148.63,-149.38
-148.50,-149.17
-148.39,-148.96
-148.27,-148.75
-148.16,-148.54
-148.05,-148.33
-147.95,-148.13
-147.85,-147.92
-147.75,-147.72
-147.66,-147.53
-147.58,-147.34
-147.49,-147.16
-147.42,-146.98
-147.34,-146.81
-147.27,-146.65
-147.21,-146.49
-147.14,-146.34
-147.09,-146.19
-147.03,-146.05
-146.99,-145.91
-146.94,-145.77
-146.90,-145.63
-146.87,-145.51
-146.84,-145.39
-146.81,-145.28
-146.79,-145.18
-146.77,-145.09
-146.76,-145.00
-146.75,-144.93
-146.75,-144.86
-146.75,-144.80
-146.76,-144.74
-146.77,-144.69
-146.78,-144.64
-146.80,-144.59
-146.83,-144.54
-146.86,-144.50
-146.89,-144.47
-146.93,-144.44
-146.97,-144.42
-147.01,-144.41
-147.07,-144.41
-147.12,-144.42
-147.18,-144.42
-147.24,-144.42
-147.31,-144.43
-147.39,-144.44
-147.46,-144.44
-147.54,-144.45
-147.63,-144.45
-147.72,-144.46
-147.81,-144.47
-147.91,-144.49
-148.01,-144.51
-148.12,-144.54
-148.23,-144.57
-148.34,-144.62
-148.46,-144.68
-148.58,-144.75
-148.70,-144.82
-148.83,-144.91
-148.96,-145.00
-149.10,-145.09
-149.24,-145.20
-149.38,-145.31
-149.53,-145.42
-149.68,-145.55
-149.83,-145.68
-149.99,-145.82
-150.14,-145.98
-150.31,-146.14
-150.47,-146.30
-150.64,-146.48
-150.81,-146.66
-150.98,-146.84
-151.16,-147.03
-151.34,-147.21
-151.52,-147.40
-151.70,-147.59
-151.89,-147.78
-152.08,-147.98
-152.27,-148.17
-152.46,-148.38
-152.65,-148.58
-152.85,-148.79
-153.05,-149.01
-153.25,-149.23
-153.45,-149.45
-153.65,-149.68
-153.86,-149.91
-154.06,-150.15
-154.27,-150.38
-154.48,-150.62
-154.69,-150.86
-154.90,-151.10
-155.11,-151.33
-155.32,-151.58
-155.53,-151.82
-155.74,-152.06
-155.96,-152.31
-156.17,-152.56
-156.39,-152.81
-156.60,-153.06
-156.82,-153.31
-157.03,-153.57
-157.25,-153.82
-157.46,-154.07
-157.68,-154.32
-157.89,-154.57
-158.10,-154.82
-158.32,-155.07
-158.53,-155.32
-158.74,-155.56
-158.95,-155.81
-159.16,-156.06
-159.37,-156.31
-159.58,-156.55
-159.78,-156.80
-159.99,-157.05
-160.19,-157.30
-160.39,-157.55
-160.59,-157.80
-160.79,-158.05
-160.99,-158.30
-161.19,-158.55
-161.38,-158.80
-161.57,-159.06
-161.76,-159.31
-161.95,-159.56
-162.13,-159.81
-162.31,-160.06
-162.49,-160.31
-162.67,-160.56
-162.85,-160.81
-163.02,-161.06
-163.19,-161.30
-163.35,-161.55
-163.52,-161.79
-163.68,-162.03
-163.83,-162.27
-163.99,-162.50
-164.14,-162.73
-164.29,-162.96
-164.43,-163.18
-164.57,-163.40
-164.71,-163.62
-164.84,-163.83
-164.97,-164.04
-165.10,-164.25
-165.22,-164.46
-165.34,-164.66
-165.46,-164.87
-165.57,-165.07
-165.68,-165.28
-165.78,-165.47
-165.88,-165.67
-165.97,-165.86
-166.07,-166.04
-166.15,-166.21
-166.24,-166.38
-166.31,-166.55
-166.39,-166.71
-166.46,-166.86
-166.52,-167.01
-166.58,-167.16
-166.64,-167.31
-166.69,-167.45
-166.74,-167.59
-166.79,-167.72
-166.82,-167.84
-166.86,-167.96
-166.89,-168.07
-166.91,-168.18
-166.93,-168.27
-166.95,-168.36
-166.96,-168.45
-166.97,-168.53
-166.97,-168.61
-166.97,-168.68
-166.96,-168.76
-166.95,-168.84
-166.94,-168.91
-166.92,-168.98
-166.89,-169.05
-166.86,-169.10
-166.83,-169.15
-166.79,-169.19
-166.75,-169.22
-166.70,-169.24
-166.65,-169.25
-166.59,-169.26
-166.53,-169.26
-166.46,-169.26
-166.39,-169.26
-166.32,-169.26
-166.24,-169.25
-166.16,-169.25
-166.07,-169.25
-165.98,-169.24
-165.89,-169.23
-165.79,-169.21
-165.68,-169.19
-165.58,-169.16
-165.46,-169.13
-165.35,-169.08
-165.23,-169.03
-165.11,-168.97
-164.98,-168.90
-164.85,-168.82
-164.72,-168.73
-164.58,-168.64
-164.44,-168.54
-164.29,-168.42
-164.15,-168.30
-164.00,-168.17
-163.84,-168.03
-163.68,-167.88
-163.52,-167.72
-163.36,-167.55
-163.19,-167.37
-163.03,-167.19
-162.85,-167.01
-162.68,-166.83
-162.50,-166.64
-162.32,-166.45
-162.14,-166.26
-161.95,-166.06
-161.77,-165.86
-161.58,-165.66
-161.39,-165.45
-161.19,-165.23
-161.00,-165.01
-160.80,-164.78
-160.60,-164.55
-160.40,-164.31
-160.20,-164.07
-159.99,-163.83
-159.79,-163.59
-159.58,-163.34
-159.37,-163.10
-159.16,-162.85
-158.95,-162.61
-158.74,-162.36
-158.53,-162.11
-158.32,-161.86
-158.11,-161.60
-157.89,-161.35
-157.68,-161.09
-157.46,-160.84
-157.25,-160.58
-157.03,-160.33
-156.82,-160.07
-156.60,-159.82
-156.39,-159.57
-156.18,-159.32
-155.96,-159.07
-155.75,-158.82
-155.54,-158.57
-155.32,-158.32
-155.11,-158.08
-154.90,-157.83
-154.69,-157.59
-154.48,-157.34
-154.27,-157.10
-154.07,-156.85
-153.86,-156.61
-153.66,-156.37
-153.46,-156.12
-153.25,-155.88
-153.06,-155.63
-152.86,-155.38
-152.66,-155.14
-152.47,-154.89
-152.28,-154.65
-152.09,-154.40
-151.90,-154.16
-151.72,-153.91
-151.54,-153.67
-151.36,-153.43
-151.18,-153.19
-151.00,-152.95
-150.83,-152.72
-150.66,-152.48
-150.50,-152.25
-150.33,-152.01
-150.17,-151.78
-150.02,-151.55
-149.86,-151.32
-149.71,-151.09
-149.57,-150.86
-149.42,-150.64
-149.28,-150.42
-149.14,-150.20
-149.01,-149.98
-148.88,-149.77
-148.76,-149.55
-148.63,-149.34
-148.52,-149.12
-148.40,-148.91
-148.29,-148.70
-148.18,-148.49
-148.08,-148.29
-147.98,-148.09
-147.89,-147.90
-147.80,-147.71
-147.71,-147.52
-147.63,-147.35
-147.55,-147.17
-147.48,-147.01
-147.41,-146.84
-147.35,-146.68
-147.29,-146.52
-147.23,-146.37
-147.18,-146.22
-147.14,-146.08
-147.09,-145.94
-147.06,-145.81
-147.02,-145.69
-147.00,-145.58
-146.97,-145.47
-146.95,-145.38
-146.94,-145.29
-146.93,-145.20
-146.92,-145.12
-146.92,-145.04
-146.93,-144.96
-146.94,-144.88
-146.95,-144.81
-146.97,-144.74
-146.99,-144.67
-147.02,-144.62
-147.05,-144.57
-147.09,-144.53
-147.13,-144.49
-147.17,-144.47
-147.22,-144.45
-147.28,-144.44
-147.34,-144.44
-147.40,-144.44
-147.47,-144.44
-147.54,-144.44
-147.62,-144.44
-147.70,-144.45
-147.78,-144.45
-147.87,-144.47
-147.96,-144.48
-148.06,-144.51
-148.16,-144.54
-148.27,-144.59
-148.38,-144.64
-148.49,-144.70
-148.61,-144.77
-148.73,-144.85
-148.86,-144.93
-148.99,-145.02
-149.12,-145.11
-149.26,-145.21
-149.40,-145.32
-149.54,-145.43
-149.69,-145.55
-149.84,-145.69
-149.99,-145.82
-150.15,-145.97
-150.31,-146.13
-150.47,-146.30
-150.63,-146.47
-150.80,-146.64
-150.97,-146.82
-151.15,-147.00
-151.33,-147.19
-151.51,-147.38
-151.69,-147.57
-151.87,-147.76
-152.06,-147.96
-152.25,-148.16
-152.44,-148.37
-152.63,-148.59
-152.83,-148.81
-153.02,-149.03
-153.22,-149.26
-153.42,-149.49
-153.63,-149.73
-153.83,-149.96
-154.04,-150.20
-154.24,-150.44
-154.45,-150.68
-154.66,-150.91
-154.87,-151.15
-155.08,-151.39
-155.29,-151.63
-155.50,-151.87
-155.72,-152.11
-155.93,-152.35
-156.14,-152.59
-156.36,-152.83
-156.57,-153.08
-156.79,-153.32
-157.00,-153.56
-157.22,-153.80
-157.43,-154.04
-157.65,-154.29
-157.86,-154.53
-158.07,-154.77
-158.29,-155.01
-158.50,-155.25
-158.71,-155.49
-158.92,-155.73
-159.13,-155.98
-159.34,-156.22
-159.55,-156.46
-159.75,-156.71
-159.96,-156.95
-160.16,-157.20
-160.37,-157.45
-160.57,-157.69
-160.76,-157.94
-160.96,-158.20
-161.16,-158.45
-161.35,-158.70
-161.54,-158.95
-161.73,-159.21
-161.91,-159.46
-162.10,-159.72
-162.28,-159.97
-162.46,-160.22
-162.64,-160.48
-162.81,-160.73
-162.98,-160.98
-163.15,-161.23
-163.31,-161.48
-163.48,-161.73
-163.63,-161.98
-163.79,-162.22
-163.94,-162.46
-164.09,-162.69
-164.24,-162.93
-164.38,-163.16
-164.52,-163.38
-164.66,-163.60
-164.79,-163.82
-164.92,-164.04
-165.04,-164.26
-165.16,-164.47
-165.28,-164.69
-165.39,-164.90
-165.50,-165.11
-165.60,-165.32
-165.70,-165.52
-165.80,-165.71
-165.89,-165.90
-165.98,-166.08
-166.06,-166.25
-166.14,-166.42
-166.22,-166.58
-166.29,-166.74
-166.35,-166.89
-166.42,-167.04
-166.47,-167.18
-166.53,-167.32
-166.57,-167.46
-166.62,-167.59
-166.66,-167.72
-166.69,-167.83
-166.72,-167.94
-166.75,-168.04
-166.77,-168.13
-166.78,-168.22
-166.79,-168.30
-166.80,-168.37
-166.80,-168.45
-166.80,-168.52
-166.79,-168.60
-166.78,-168.67
-166.76,-168.74
-166.74,-168.80
-166.72,-168.86
-166.69,-168.92
-166.65,-168.96
-166.61,-168.99
-166.57,-169.02
-166.52,-169.04
-166.46,-169.05
-166.41,-169.05
-166.34,-169.05
-166.28,-169.05
-166.21,-169.05
-166.13,-169.04
-166.05,-169.04
-165.97,-169.04
-165.88,-169.03
-165.78,-169.02
-165.69,-169.00
-165.59,-168.98
-165.48,-168.95
-165.37,-168.91
-165.26,-168.86
-165.14,-168.80
-165.02,-168.74
-164.90,-168.67
-164.77,-168.59
-164.63,-168.51
-164.50,-168.42
-164.36,-168.32
-164.22,-168.22
-164.07,-168.11
-163.92,-167.99
-163.77,-167.86
-163.61,-167.71
-163.45,-167.57
-163.29,-167.41
-163.12,-167.24
-162.95,-167.07
-162.78,-166.89
-162.61,-166.71
-162.43,-166.52
-162.25,-166.34
-162.07,-166.15
-161.88,-165.96
-161.69,-165.76
-161.51,-165.56
-161.31,-165.36
-161.12,-165.15
-160.93,-164.93
-160.73,-164.71
-160.53,-164.48
-160.33,-164.25
-160.13,-164.02
-159.92,-163.78
-159.72,-163.54
-159.51,-163.30
-159.30,-163.06
-159.09,-162.82
-158.88,-162.58
-158.67,-162.33
-158.46,-162.09
-158.25,-161.84
-158.03,-161.59
-157.82,-161.33
-157.61,-161.08
-157.39,-160.83
-157.18,-160.58
-156.96,-160.32
-156.75,-160.07
-156.53,-159.82
-156.32,-159.57
-156.10,-159.32
-155.89,-159.07
-155.68,-158.82
-155.46,-158.57
-155.25,-158.33
-155.04,-158.08
-154.83,-157.83
-154.62,-157.59
-154.41,-157.34
-154.20,-157.10
-154.00,-156.85
-153.79,-156.61
-153.59,-156.36
-153.39,-156.11
-153.19,-155.86
-152.99,-155.62
-152.80,-155.37
-152.60,-155.12
-152.41,-154.87
-152.22,-154.62
-152.03,-154.37
-151.85,-154.12
-151.66,-153.87
-151.48,-153.62
-151.31,-153.38
-151.13,-153.13
-150.96,-152.89
-150.79,-152.64
-150.62,-152.40
-150.46,-152.16
-150.30,-151.91
-150.14,-151.67
-149.99,-151.44
-149.84,-151.20
-149.69,-150.97
-149.55,-150.74
-149.41,-150.52
-149.27,-150.30
-149.14,-150.08
-149.01,-149.86
-148.88,-149.65
-148.76,-149.44
-148.64,-149.23
-148.53,-149.03
-148.42,-148.82
-148.31,-148.62
-148.21,-148.42
-148.11,-148.23
-148.02,-148.04
-147.93,-147.86
-147.84,-147.68
-147.76,-147.51
-147.69,-147.34
-147.62,-147.18
-147.55,-147.02
-147.49,-146.87
-147.43,-146.72
-147.37,-146.57
-147.33,-146.42
-147.28,-146.27
-147.24,-146.13
-147.21,-145.99
-147.17,-145.86
-147.15,-145.73
-147.13,-145.62
-147.11,-145.51
-147.10,-145.41
-147.09,-145.32
-147.09,-145.23
-147.09,-145.14
-147.10,-145.06
-147.11,-144.99
-147.13,-144.91
-147.15,-144.84
-147.17,-144.77
-147.20,-144.71
-147.24,-144.65
-147.28,-144.61
-147.32,-144.57
-147.37,-144.54
-147.42,-144.53
-147.48,-144.52
-147.54,-144.52
-147.61,-144.52
-147.68,-144.53
-147.76,-144.54
-147.84,-144.55
-147.92,-144.56
-148.01,-144.58
-148.10,-144.60
-148.20,-144.62
-148.30,-144.66
-148.41,-144.70
-148.52,-144.76
-148.63,-144.82
-148.75,-144.90
-148.87,-144.98
-149.00,-145.07
-149.12,-145.17
-149.26,-145.28
-149.39,-145.39
-149.53,-145.51
-149.68,-145.63
-149.83,-145.76
-149.98,-145.89
-150.13,-146.03
-150.29,-146.17
-150.45,-146.32
-150.61,-146.49
-150.78,-146.65
-150.95,-146.83
-151.12,-147.02
-151.29,-147.20
-151.47,-147.40
-151.65,-147.60
-151.83,-147.80
-152.02,-148.00
-152.21,-148.20
-152.40,-148.41
-152.59,-148.62
-152.78,-148.83
-152.98,-149.05
-153.18,-149.26
-153.38,-149.49
-153.58,-149.71
-153.78,-149.94
-153.99,-150.16
-154.19,-150.39
-154.40,-150.62
-154.61,-150.85
-154.82,-151.08
-155.03,-151.31
-155.24,-151.54
-155.45,-151.78
-155.66,-152.01
-155.88,-152.24
-156.09,-152.47
-156.31,-152.71
-156.52,-152.94
-156.74,-153.18
-156.95,-153.42
-157.17,-153.66
-157.38,-153.90
-157.59,-154.14
-157.81,-154.37
-158.02,-154.61
-158.24,-154.85
-158.45,-155.10
-158.66,-155.34
-158.87,-155.58
-159.08,-155.82
-159.29,-156.06
-159.50,-156.31
-159.70,-156.56
-159.91,-156.81
-160.11,-157.06
-160.31,-157.31
-160.51,-157.56
-160.71,-157.81
-160.91,-158.07
-161.10,-158.32
-161.30,-158.58
-161.49,-158.83
-161.68,-159.09
-161.86,-159.35
-162.05,-159.61
-162.23,-159.87
-162.40,-160.12
-162.58,-160.38
-162.75,-160.64
-162.92,-160.89
-163.09,-161.15
-163.26,-161.40
-163.42,-161.65
-163.57,-161.91
-163.73,-162.15
-163.88,-162.40
-164.03,-162.64
-164.17,-162.89
-164.31,-163.12
-164.45,-163.36
-164.59,-163.58
-164.72,-163.81
-164.84,-164.02
-164.97,-164.24
-165.08,-164.45
-165.20,-164.65
-165.31,-164.86
-165.42,-165.06
-165.52,-165.25
-165.62,-165.45
-165.71,-165.64
-165.80,-165.82
-165.88,-166.00
-165.96,-166.17
-166.04,-166.33
-166.11,-166.49
-166.18,-166.64
-166.24,-166.78
-166.30,-166.91
-166.36,-167.05
-166.41,-167.18
-166.45,-167.30
-166.49,-167.43
-166.53,-167.56
-166.56,-167.69
-166.58,-167.81
-166.60,-167.93
-166.62,-168.04
-166.63,-168.14
-166.64,-168.23
-166.64,-168.32
-166.64,-168.39
-166.63,-168.46
-166.62,-168.52
-166.60,-168.58
-166.58,-168.63
-166.56,-168.68
-166.53,-168.72
-166.49,-168.76
-166.45,-168.80
-166.41,-168.83
-166.36,-168.85
-166.30,-168.87
-166.24,-168.87
-166.18,-168.87
-166.11,-168.87
-166.04,-168.87
-165.96,-168.86
-165.88,-168.86
-165.80,-168.85
-165.71,-168.84
-165.61,-168.84
-165.52,-168.83
-165.41,-168.81
-165.31,-168.80
-165.20,-168.77
-165.08,-168.74
-164.96,-168.70
-164.84,-168.65
-164.71,-168.58
-164.58,-168.51
-164.45,-168.42
-164.31,-168.33
-164.17,-168.23
-164.03,-168.13
-163.88,-168.01
-163.73,-167.90
-163.57,-167.77
-163.41,-167.65
-163.25,-167.51
-163.09,-167.37
-162.92,-167.22
-162.75,-167.06
-162.57,-166.89
-162.40,-166.71
-162.22,-166.52
-162.04,-166.32
-161.85,-166.12
-161.67,-165.91
-161.48,-165.70
-161.29,-165.48
-161.10,-165.26
-160.90,-165.04
-160.70,-164.82
-160.50,-164.59
-160.30,-164.36
-160.10,-164.12
-159.90,-163.88
-159.69,-163.63
-159.49,-163.38
-159.28,-163.12
-159.07,-162.86
-158.86,-162.60
-158.65,-162.34
-158.44,-162.08
-158.22,-161.82
-158.01,-161.55
-157.80,-161.29
-157.58,-161.03
-157.37,-160.77
-157.15,-160.51
-156.94,-160.26
-156.72,-160.00
-156.51,-159.74
-156.29,-159.48
-156.08,-159.23
-155.87,-158.97
-155.65,-158.72
-155.44,-158.46
-155.23,-158.21
-155.02,-157.96
-154.81,-157.71
-154.60,-157.46
-154.39,-157.21
-154.18,-156.96
-153.98,-156.71
-153.77,-156.47
-153.57,-156.22
-153.37,-155.98
-153.17,-155.74
-152.97,-155.49
-152.78,-155.25
-152.59,-155.01
-152.40,-154.77
-152.21,-154.52
-152.02,-154.28
-151.84,-154.04
-151.65,-153.80
-151.48,-153.56
-151.30,-153.33
-151.13,-153.09
-150.96,-152.85
-150.79,-152.62
-150.62,-152.39
-150.46,-152.15
-150.30,-151.92
-150.15,-151.69
-150.00,-151.47
-149.85,-151.24
-149.70,-151.01
-149.56,-150.78
-149.42,-150.56
-149.29,-150.33
-149.16,-150.11
-149.03,-149.90
-148.91,-149.68
